,Unnamed: 0,carat,cut,color,clarity,depth,table,cost,x,y,z,Zeroes,ones
26879,26880,1,Premium,G,VS1,62.7,58.0,16813,7.66,7.62,4.79,26879,722480641
26880,26881,1,Ideal,G,VS2,61.8,57.0,16817,7.7,7.6,4.73,26880,722534400
26881,26882,2,Very Good,F,SI2,59.5,58.0,16819,8.26,8.3,4.93,26881,722588161
26882,26883,2,Premium,I,VS2,60.1,58.0,16820,8.83,8.76,5.29,26882,722641924
26883,26884,1,Ideal,E,IF,61.8,55.0,16823,6.95,6.9,4.28,26883,722695689
26884,26885,2,Very Good,F,SI2,62.7,61.0,16824,8.07,8.14,5.08,26884,722749456
26885,26886,2,Ideal,H,SI2,62.3,57.0,16826,8.62,8.55,5.35,26885,722803225
26886,26887,2,Very Good,J,SI1,63.8,55.0,16842,8.51,8.6,5.46,26886,722856996
26887,26888,2,Good,H,SI2,60.4,64.0,16842,8.47,8.38,5.09,26887,722910769
26888,26889,2,Premium,G,VS2,61.3,58.0,16854,8.21,8.17,5.02,26888,722964544
26889,26890,2,Premium,F,SI2,61.7,59.0,16857,8.21,8.13,5.04,26889,723018321
26890,26891,2,Premium,I,VS2,59.6,60.0,16861,8.25,8.2,4.9,26890,723072100
26891,26892,2,Premium,D,SI2,61.8,60.0,16872,8.09,8.13,5.01,26891,723125881
26892,26893,2,Very Good,H,SI1,63.3,59.0,16872,8.02,8.0,5.07,26892,723179664
26893,26894,2,Very Good,I,VS2,62.5,58.0,16874,8.09,8.22,5.1,26893,723233449
26894,26895,2,Very Good,G,SI2,63.1,58.0,16878,8.29,8.23,5.21,26894,723287236
26895,26896,1,Premium,G,VS2,61.5,58.0,16879,7.78,7.74,4.77,26895,723341025
26896,26897,2,Premium,F,SI2,60.3,60.0,16881,8.11,8.08,4.88,26896,723394816
26897,26898,2,Premium,F,SI2,61.3,61.0,16881,8.11,8.01,4.94,26897,723448609
26898,26899,1,Premium,D,VS2,59.3,59.0,16889,7.61,7.54,4.49,26898,723502404
26899,26900,2,Premium,I,VS2,60.8,58.0,16896,8.26,8.19,5.0,26899,723556201
26900,26901,2,Premium,H,SI1,61.7,59.0,16900,8.17,8.1,5.02,26900,723610000
26901,26902,2,Ideal,H,SI1,64.4,54.0,16900,7.97,7.92,5.12,26901,723663801
26902,26903,2,Ideal,H,SI1,62.9,57.0,16900,8.07,7.99,5.05,26902,723717604
26903,26904,2,Very Good,H,SI1,62.6,59.0,16901,7.95,7.98,4.99,26903,723771409
26904,26905,2,Ideal,I,SI1,62.4,57.0,16904,8.43,8.37,5.24,26904,723825216
26905,26906,2,Very Good,I,VS2,59.7,57.0,16914,8.41,8.48,5.04,26905,723879025
26906,26907,2,Very Good,I,VS1,59.8,63.0,16914,8.11,8.14,4.86,26906,723932836
26907,26908,2,Very Good,I,VS1,62.9,62.0,16914,7.98,8.02,5.03,26907,723986649
26908,26909,2,Ideal,J,SI2,62.1,57.0,16914,8.83,8.88,5.5,26908,724040464
26909,26910,2,Ideal,J,SI1,63.8,54.0,16915,8.56,8.49,5.45,26909,724094281
26910,26911,1,Ideal,E,VS1,62.4,54.0,16916,7.32,7.39,4.59,26910,724148100
26911,26912,1,Premium,D,VS2,62.7,59.0,16921,7.33,7.29,4.58,26911,724201921
26912,26913,2,Ideal,G,SI2,61.0,54.0,16922,8.01,8.13,4.92,26912,724255744
26913,26914,2,Premium,G,SI2,61.3,56.0,16929,8.22,8.16,5.02,26913,724309569
26914,26915,2,Premium,G,SI2,60.7,60.0,16931,8.37,8.27,5.05,26914,724363396
26915,26916,2,Premium,J,SI2,62.6,57.0,16934,8.77,8.67,5.46,26915,724417225
26916,26917,2,Ideal,H,SI2,62.1,55.0,16937,8.52,8.54,5.3,26916,724471056
26917,26918,1,Premium,H,VS1,60.5,60.0,16941,7.98,8.06,4.85,26917,724524889
26918,26919,2,Premium,I,SI1,62.2,57.0,16942,8.14,8.07,5.04,26918,724578724
26919,26920,2,Premium,G,SI2,60.1,59.0,16944,8.21,8.29,4.96,26919,724632561
26920,26921,2,Ideal,I,VS2,62.7,57.0,16945,8.05,8.02,5.04,26920,724686400
26921,26922,1,Ideal,G,VVS2,62.2,55.0,16948,7.33,7.35,4.57,26921,724740241
26922,26923,2,Premium,H,SI2,61.9,61.0,16954,8.42,8.32,5.18,26922,724794084
26923,26924,1,Very Good,G,VS1,60.6,59.0,16955,7.74,7.63,4.66,26923,724847929
26924,26925,2,Ideal,I,VS2,61.9,57.0,16955,8.7,8.68,5.38,26924,724901776
26925,26926,2,Very Good,E,SI1,60.8,59.0,16956,8.14,8.2,4.97,26925,724955625
26926,26927,2,Premium,H,SI1,58.5,58.0,16956,8.3,8.25,4.84,26926,725009476
26927,26928,2,Premium,E,SI1,61.2,58.0,16957,8.24,8.19,5.03,26927,725063329
26928,26929,1,Premium,G,VS2,61.6,58.0,16960,7.74,7.71,4.76,26928,725117184
26929,26930,1,Premium,G,VS2,62.9,58.0,16960,7.65,7.58,4.79,26929,725171041
26930,26931,2,Ideal,I,SI1,62.0,56.0,16960,8.12,8.17,5.05,26930,725224900
26931,26932,2,Ideal,E,SI2,62.0,55.0,16969,8.49,8.45,5.25,26931,725278761
26932,26933,3,Premium,I,SI2,60.7,59.0,16970,9.3,9.14,5.6,26932,725332624
26933,26934,3,Fair,I,SI2,64.8,59.0,16970,8.93,8.73,5.72,26933,725386489
26934,26935,1,Premium,F,VS2,61.2,58.0,16975,7.76,7.69,4.73,26934,725440356
26935,26936,2,Premium,H,SI1,62.1,61.0,16985,8.06,7.99,4.98,26935,725494225
26936,26937,1,Ideal,G,VS1,62.0,55.0,16985,7.59,7.66,4.73,26936,725548096
26937,26938,2,Ideal,I,SI2,62.5,57.0,16987,8.57,8.51,5.34,26937,725601969
26938,26939,1,Very Good,E,VS1,59.5,61.0,16988,7.43,7.46,4.43,26938,725655844
26939,26940,2,Premium,H,SI2,59.1,59.0,16992,8.47,8.43,4.99,26939,725709721
26940,26941,2,Premium,J,VS1,62.4,58.0,16994,8.36,8.41,5.23,26940,725763600
26941,26942,2,Premium,H,SI2,61.1,59.0,16996,8.41,8.35,5.12,26941,725817481
26942,26943,2,Premium,I,SI2,58.8,58.0,17000,8.7,8.64,5.1,26942,725871364
26943,26944,2,Premium,H,SI2,62.1,58.0,17001,8.17,8.22,5.09,26943,725925249
26944,26945,2,Very Good,H,SI1,61.5,60.0,17003,8.09,8.01,4.95,26944,725979136
26945,26946,2,Very Good,F,SI2,62.0,54.0,17005,8.03,8.12,5.01,26945,726033025
26946,26947,2,Ideal,H,SI1,61.9,57.0,17006,8.09,8.14,5.02,26946,726086916
26947,26948,1,Ideal,G,VS1,63.0,56.0,17009,7.65,7.58,4.8,26947,726140809
26948,26949,2,Ideal,J,VS2,61.1,57.0,17010,8.44,8.47,5.17,26948,726194704
26949,26950,2,Premium,G,SI2,61.7,58.0,17012,8.2,8.15,5.04,26949,726248601
26950,26951,2,Premium,G,SI2,59.9,62.0,17014,8.15,8.04,4.85,26950,726302500
26951,26952,2,Premium,H,SI1,61.6,58.0,17016,8.35,8.3,5.13,26951,726356401
26952,26953,1,Premium,F,VS2,61.4,58.0,17017,7.72,7.76,4.75,26952,726410304
26953,26954,2,Very Good,H,SI1,59.8,58.0,17019,8.23,8.26,4.93,26953,726464209
26954,26955,2,Very Good,E,SI2,62.0,61.0,17024,8.04,8.1,5.0,26954,726518116
26955,26956,2,Very Good,E,SI2,58.9,60.0,17024,8.2,8.24,4.84,26955,726572025
26956,26957,2,Fair,G,SI2,64.6,57.0,17027,8.6,8.55,5.54,26956,726625936
26957,26958,1,Very Good,G,VVS2,61.6,57.0,17028,7.61,7.69,4.71,26957,726679849
26958,26959,2,Very Good,J,SI1,62.8,57.0,17028,8.58,8.65,5.41,26958,726733764
26959,26960,2,Premium,I,VS2,62.5,58.0,17028,8.22,8.09,5.1,26959,726787681
26960,26961,1,Ideal,F,VS2,61.0,56.0,17029,7.44,7.49,4.55,26960,726841600
26961,26962,1,Very Good,G,VS1,59.6,60.0,17036,7.76,7.9,4.67,26961,726895521
26962,26963,2,Premium,I,VS2,60.7,59.0,17038,8.28,8.33,5.04,26962,726949444
26963,26964,2,Ideal,I,SI2,63.8,58.0,17039,8.41,8.37,5.35,26963,727003369
26964,26965,1,Premium,G,VS1,62.3,58.0,17041,7.61,7.65,4.75,26964,727057296
26965,26966,1,Ideal,D,IF,60.9,54.0,17042,6.66,6.73,4.08,26965,727111225
26966,26967,2,Premium,F,SI2,61.5,58.0,17045,8.28,8.33,5.11,26966,727165156
26967,26968,2,Ideal,I,VS2,60.3,59.0,17045,8.23,8.28,4.98,26967,727219089
26968,26969,1,Ideal,G,VS1,61.4,57.0,17049,7.65,7.72,4.72,26968,727273024
26969,26970,2,Ideal,F,SI2,62.4,56.0,17049,8.07,8.14,5.06,26969,727326961
26970,26971,1,Ideal,G,VS1,62.0,54.0,17050,7.53,7.5,4.6,26970,727380900
26971,26972,2,Good,J,VS1,59.3,61.0,17051,8.47,8.55,5.05,26971,727434841
26972,26973,2,Ideal,G,VS2,61.8,57.0,17051,8.24,8.17,5.07,26972,727488784
26973,26974,1,Very Good,F,VS2,58.5,61.0,17052,7.88,7.79,4.58,26973,727542729
26974,26975,2,Premium,J,VS2,62.4,57.0,17053,8.48,8.4,5.27,26974,727596676
26975,26976,1,Very Good,F,VVS2,62.8,59.0,17057,7.28,7.34,4.59,26975,727650625
26976,26977,2,Premium,G,VS2,60.6,59.0,17057,8.16,8.12,4.93,26976,727704576
26977,26978,2,Very Good,I,SI2,62.9,58.0,17062,8.34,8.43,5.27,26977,727758529
26978,26979,2,Ideal,H,SI2,61.8,57.0,17063,8.24,8.3,5.11,26978,727812484
26979,26980,2,Very Good,H,SI2,62.8,58.0,17065,8.17,8.22,5.15,26979,727866441
26980,26981,2,Premium,E,SI2,58.6,59.0,17066,8.43,8.36,4.92,26980,727920400
26981,26982,2,Ideal,I,VS2,62.7,56.0,17068,8.16,8.24,5.14,26981,727974361
26982,26983,2,Very Good,I,VS1,59.8,63.0,17068,8.14,8.11,4.86,26982,728028324
26983,26984,2,Premium,I,VS1,62.9,62.0,17068,8.02,7.98,5.03,26983,728082289
26984,26985,2,Ideal,I,VS1,62.5,56.0,17068,8.08,8.02,5.03,26984,728136256
26985,26986,2,Premium,H,VS2,60.1,61.0,17068,8.14,8.06,4.87,26985,728190225
26986,26987,1,Very Good,G,VVS2,61.5,60.0,17073,7.59,7.64,4.68,26986,728244196
26987,26988,2,Premium,H,SI2,62.3,57.0,17073,8.24,8.16,5.11,26987,728298169
26988,26989,1,Ideal,G,VS1,61.8,57.0,17076,7.48,7.51,4.63,26988,728352144
26989,26990,2,Ideal,F,SI2,62.2,56.0,17078,8.05,8.08,5.02,26989,728406121
26990,26991,2,Very Good,D,SI2,61.8,59.0,17079,8.07,8.15,5.01,26990,728460100
26991,26992,2,Premium,E,SI2,59.7,59.0,17081,8.27,8.39,4.97,26991,728514081
26992,26993,2,Very Good,I,VS2,63.1,60.0,17084,7.95,7.99,5.03,26992,728568064
26993,26994,2,Good,D,SI2,64.1,57.0,17094,7.91,7.82,5.04,26993,728622049
26994,26995,2,Ideal,G,SI2,62.0,55.0,17095,8.23,8.13,5.07,26994,728676036
26995,26996,2,Very Good,H,SI1,60.0,58.0,17095,8.16,8.25,4.92,26995,728730025
26996,26997,1,Premium,H,VS1,60.5,60.0,17096,8.06,7.98,4.85,26996,728784016
26997,26998,2,Premium,G,SI2,60.1,59.0,17099,8.29,8.21,4.96,26997,728838009
26998,26999,1,Very Good,D,IF,61.7,59.0,17100,6.42,6.52,3.99,26998,728892004
26999,27000,2,Fair,H,SI2,64.6,59.0,17103,8.54,8.45,5.4,26999,728946001
27000,27001,1,Ideal,F,VS2,62.0,55.0,17108,7.41,7.45,4.61,27000,729000000
27001,27002,1,Good,D,VS1,63.7,55.0,17111,7.28,7.22,4.62,27001,729054001
27002,27003,1,Ideal,F,VS2,62.7,55.0,17114,7.54,7.58,4.74,27002,729108004
27003,27004,2,Ideal,I,SI1,61.8,56.0,17114,8.15,8.22,5.06,27003,729162009
27004,27005,2,Good,E,SI2,62.3,61.0,17115,7.99,8.04,4.99,27004,729216016
27005,27006,2,Premium,E,SI2,61.3,60.0,17116,8.82,8.73,5.38,27005,729270025
27006,27007,2,Very Good,E,SI2,60.6,59.0,17118,8.11,8.25,4.96,27006,729324036
27007,27008,2,Ideal,G,SI2,62.5,54.0,17123,8.28,8.35,5.2,27007,729378049
27008,27009,1,Ideal,G,VS2,62.4,55.0,17125,7.63,7.68,4.78,27008,729432064
27009,27010,2,Ideal,I,SI1,59.9,60.0,17126,8.27,8.2,4.93,27009,729486081
27010,27011,2,Premium,D,SI2,59.8,59.0,17127,8.4,8.36,5.01,27010,729540100
27011,27012,2,Premium,G,SI2,60.4,61.0,17136,8.21,8.12,4.93,27011,729594121
27012,27013,2,Very Good,E,SI2,62.5,56.0,17138,8.08,8.17,5.08,27012,729648144
27013,27014,2,Ideal,H,SI1,62.4,58.0,17141,8.07,8.03,5.02,27013,729702169
27014,27015,2,Ideal,I,SI2,62.4,57.0,17143,8.39,8.32,5.21,27014,729756196
27015,27016,1,Premium,E,VS1,59.5,61.0,17143,7.46,7.43,4.43,27015,729810225
27016,27017,2,Premium,E,SI2,60.4,59.0,17146,9.13,9.03,5.48,27016,729864256
27017,27018,2,Premium,J,VS1,62.4,58.0,17149,8.41,8.36,5.23,27017,729918289
27018,27019,2,Good,I,SI1,57.8,58.0,17151,8.58,8.54,4.95,27018,729972324
27019,27020,1,Very Good,D,VS2,62.4,57.0,17153,7.2,7.25,4.51,27019,730026361
27020,27021,2,Premium,I,VS1,61.2,59.0,17153,8.13,8.05,4.95,27020,730080400
27021,27022,2,Premium,H,SI2,62.1,58.0,17156,8.22,8.17,5.09,27021,730134441
27022,27023,2,Very Good,I,SI1,62.4,55.0,17160,8.29,8.35,5.19,27022,730188484
27023,27024,2,Ideal,H,SI2,62.0,57.0,17162,8.72,8.67,5.39,27023,730242529
27024,27025,2,Very Good,J,SI2,61.5,62.0,17164,8.87,8.9,5.46,27024,730296576
27025,27026,2,Premium,H,SI2,61.5,58.0,17166,8.14,8.1,4.99,27025,730350625
27026,27027,2,Premium,J,VS2,61.3,59.0,17168,8.61,8.58,5.27,27026,730404676
27027,27028,2,Premium,J,VS2,61.3,59.0,17168,8.61,8.58,5.27,27027,730458729
27028,27029,1,Premium,F,VS2,61.4,58.0,17172,7.76,7.72,4.75,27028,730512784
27029,27030,2,Premium,F,SI1,58.8,61.0,17172,8.29,8.23,4.86,27029,730566841
27030,27031,0,Ideal,G,VS1,61.7,55.0,645,4.39,4.43,2.72,27030,730620900
27031,27032,0,Very Good,G,VS1,62.1,55.0,645,4.41,4.44,2.75,27031,730674961
27032,27033,0,Ideal,G,VS1,61.9,55.0,645,4.39,4.43,2.73,27032,730729024
27033,27034,0,Ideal,F,VS2,62.5,56.0,645,4.37,4.43,2.75,27033,730783089
27034,27035,0,Ideal,F,VS2,62.5,56.0,645,4.37,4.4,2.74,27034,730837156
27035,27036,0,Premium,H,VVS2,62.3,58.0,645,4.33,4.37,2.71,27035,730891225
27036,27037,0,Ideal,F,VS2,62.4,57.0,645,4.34,4.38,2.72,27036,730945296
27037,27038,0,Ideal,G,VS1,62.3,56.0,645,4.37,4.39,2.73,27037,730999369
27038,27039,0,Premium,F,VS2,60.7,58.0,645,4.41,4.45,2.69,27038,731053444
27039,27040,0,Very Good,G,VS1,61.7,55.0,645,4.37,4.41,2.71,27039,731107521
27040,27041,0,Ideal,H,VVS2,62.0,55.0,645,4.39,4.42,2.73,27040,731161600
27041,27042,0,Ideal,G,VS1,62.1,55.0,645,4.38,4.41,2.73,27041,731215681
27042,27043,0,Premium,F,VS2,59.4,58.0,645,4.44,4.48,2.65,27042,731269764
27043,27044,0,Very Good,G,VS1,62.8,54.0,645,4.38,4.41,2.76,27043,731323849
27044,27045,0,Ideal,H,VVS2,61.2,56.0,645,4.4,4.43,2.7,27044,731377936
27045,27046,0,Ideal,G,VS1,60.5,56.0,645,4.42,4.44,2.68,27045,731432025
27046,27047,0,Very Good,H,VVS2,62.9,57.0,645,4.36,4.39,2.75,27046,731486116
27047,27048,0,Ideal,H,VVS2,61.8,55.0,645,4.38,4.42,2.72,27047,731540209
27048,27049,0,Premium,F,VS2,61.2,59.0,645,4.4,4.42,2.7,27048,731594304
27049,27050,0,Very Good,E,SI1,60.6,57.0,646,4.19,4.25,2.55,27049,731648401
27050,27051,0,Good,F,SI2,64.1,56.0,646,4.76,4.72,3.04,27050,731702500
27051,27052,0,Ideal,I,VVS1,62.2,54.0,646,4.43,4.45,2.76,27051,731756601
27052,27053,0,Ideal,H,VS2,61.4,56.0,646,4.38,4.42,2.7,27052,731810704
27053,27054,0,Ideal,G,VS2,61.3,56.0,646,4.54,4.58,2.8,27053,731864809
27054,27055,0,Ideal,H,VS1,61.8,57.0,646,4.53,4.56,2.81,27054,731918916
27055,27056,0,Premium,H,VVS1,59.9,62.0,646,4.28,4.23,2.55,27055,731973025
27056,27057,0,Premium,H,VVS1,61.5,58.0,646,4.22,4.17,2.58,27056,732027136
27057,27058,0,Premium,G,VVS2,60.2,60.0,646,4.26,4.24,2.56,27057,732081249
27058,27059,0,Good,F,I1,63.8,57.0,646,4.72,4.69,3.0,27058,732135364
27059,27060,0,Very Good,D,VS2,58.8,59.0,646,4.49,4.52,2.65,27059,732189481
27060,27061,1,Premium,E,VS1,61.4,58.0,17175,7.44,7.48,4.58,27060,732243600
27061,27062,1,Ideal,G,VVS2,61.3,56.0,17176,7.39,7.43,4.55,27061,732297721
27062,27063,2,Premium,E,SI2,58.9,60.0,17179,8.24,8.2,4.84,27062,732351844
27063,27064,2,Premium,E,SI2,62.0,61.0,17179,8.1,8.04,5.0,27063,732405969
27064,27065,2,Ideal,G,SI2,61.1,57.0,17182,8.16,8.21,5.0,27064,732460096
27065,27066,2,Very Good,H,SI2,63.3,58.0,17184,8.88,8.84,5.61,27065,732514225
27066,27067,2,Premium,J,SI1,61.4,58.0,17186,8.76,8.73,5.37,27066,732568356
27067,27068,2,Premium,H,VS2,61.6,61.0,17191,8.14,8.07,4.99,27067,732622489
27068,27069,1,Premium,G,VS1,59.6,60.0,17191,7.9,7.76,4.67,27068,732676624
27069,27070,1,Premium,D,VVS1,60.1,59.0,17192,6.96,6.88,4.16,27069,732730761
27070,27071,2,Ideal,I,SI1,62.2,60.0,17193,8.43,8.39,5.23,27070,732784900
27071,27072,2,Premium,I,VS2,60.7,59.0,17193,8.33,8.28,5.04,27071,732839041
27072,27073,1,Ideal,F,VS2,61.8,57.0,17194,7.58,7.62,4.7,27072,732893184
27073,27074,2,Ideal,I,VS2,60.7,57.0,17197,8.21,8.17,4.97,27073,732947329
27074,27075,1,Premium,G,VS1,62.3,58.0,17197,7.65,7.61,4.75,27074,733001476
27075,27076,1,Very Good,F,VVS2,61.3,61.0,17203,7.33,7.36,4.5,27075,733055625
27076,27077,1,Premium,F,VVS2,58.8,58.0,17203,7.51,7.43,4.39,27076,733109776
27077,27078,1,Premium,G,VVS1,61.5,58.0,17204,7.48,7.58,4.63,27077,733163929
27078,27079,1,Ideal,G,VS1,61.4,57.0,17204,7.72,7.65,4.72,27078,733218084
27079,27080,1,Very Good,G,VS1,61.3,54.0,17206,7.69,7.74,4.73,27079,733272241
27080,27081,2,Premium,J,SI2,58.3,61.0,17209,9.05,8.94,5.24,27080,733326400
27081,27082,2,Ideal,J,SI2,64.6,55.0,17209,8.61,8.57,5.55,27081,733380561
27082,27083,2,Ideal,I,SI1,62.1,58.0,17213,8.21,8.26,5.11,27082,733434724
27083,27084,2,Ideal,J,VVS2,62.7,56.0,17214,8.18,8.11,5.11,27083,733488889
27084,27085,1,Premium,D,VVS2,60.8,57.0,17216,7.28,7.23,4.41,27084,733543056
27085,27086,2,Premium,I,SI2,62.9,58.0,17218,8.43,8.34,5.27,27085,733597225
27086,27087,1,Very Good,G,VS1,61.8,53.0,17219,7.63,7.67,4.73,27086,733651396
27087,27088,2,Ideal,H,SI2,61.8,57.0,17219,8.3,8.24,5.11,27087,733705569
27088,27089,2,Ideal,F,SI2,60.0,56.0,17220,8.17,8.22,4.92,27088,733759744
27089,27090,2,Premium,H,SI2,62.8,58.0,17221,8.22,8.17,5.15,27089,733813921
27090,27091,1,Ideal,D,VS2,62.7,54.0,17223,7.35,7.39,4.62,27090,733868100
27091,27092,2,Ideal,I,SI1,60.4,56.0,17224,8.36,8.43,5.07,27091,733922281
27092,27093,2,Ideal,I,VS1,61.4,59.0,17227,8.06,8.13,4.97,27092,733976464
27093,27094,1,Premium,G,VVS2,61.5,60.0,17228,7.64,7.59,4.68,27093,734030649
27094,27095,2,Ideal,I,SI1,61.5,56.0,17231,8.76,8.69,5.37,27094,734084836
27095,27096,2,Premium,H,SI1,61.5,61.0,17233,8.47,8.41,5.19,27095,734139025
27096,27097,2,Premium,D,SI2,61.8,59.0,17235,8.15,8.07,5.01,27096,734193216
27097,27098,2,Premium,H,SI1,62.3,58.0,17235,8.04,7.99,4.99,27097,734247409
27098,27099,2,Premium,E,SI2,59.7,59.0,17237,8.39,8.27,4.97,27098,734301604
27099,27100,1,Ideal,F,VS2,61.8,56.0,17240,7.36,7.39,4.56,27099,734355801
27100,27101,2,Very Good,F,SI2,60.8,57.0,17244,8.09,8.15,4.94,27100,734410000
27101,27102,2,Ideal,H,SI1,62.5,54.0,17245,8.07,8.1,5.05,27101,734464201
27102,27103,2,Very Good,H,SI1,62.7,56.0,17247,7.98,8.02,5.02,27102,734518404
27103,27104,2,Ideal,I,SI1,60.8,60.0,17250,8.24,8.35,5.04,27103,734572609
27104,27105,2,Premium,I,VS2,61.5,58.0,17254,8.3,8.26,5.09,27104,734626816
27105,27106,1,Ideal,F,VS1,62.0,55.0,17256,7.52,7.55,4.67,27105,734681025
27106,27107,2,Premium,H,VS2,62.0,58.0,17258,8.19,8.1,5.05,27106,734735236
27107,27108,2,Premium,I,VS1,59.8,59.0,17262,8.8,8.78,5.26,27107,734789449
27108,27109,2,Very Good,D,SI2,62.3,56.0,17263,7.99,8.06,5.0,27108,734843664
27109,27110,2,Ideal,E,SI2,61.4,57.0,17263,8.36,8.33,5.12,27109,734897881
27110,27111,2,Ideal,G,SI2,61.7,57.0,17265,8.15,8.1,5.01,27110,734952100
27111,27112,2,Premium,H,SI1,62.1,61.0,17265,8.06,7.99,4.98,27111,735006321
27112,27113,2,Premium,H,SI1,61.2,59.0,17265,8.42,8.37,0.0,27112,735060544
27113,27114,1,Very Good,H,VVS2,58.6,62.0,17267,8.07,8.14,4.75,27113,735114769
27114,27115,1,Very Good,E,SI1,62.2,57.0,17273,7.81,7.89,4.88,27114,735168996
27115,27116,2,Premium,I,VS1,61.1,58.0,17278,8.08,8.11,4.95,27115,735223225
27116,27117,1,Very Good,F,VVS1,60.0,60.0,17279,7.36,7.44,4.44,27116,735277456
27117,27118,2,Premium,E,SI2,62.5,56.0,17294,8.17,8.08,5.08,27117,735331689
27118,27119,2,Premium,I,SI2,59.9,58.0,17294,8.68,8.61,5.18,27118,735385924
27119,27120,2,Premium,I,SI2,61.1,58.0,17294,8.63,8.56,5.25,27119,735440161
27120,27121,2,Ideal,H,SI1,62.4,57.0,17294,8.14,8.08,5.06,27120,735494400
27121,27122,2,Very Good,I,VS2,59.9,57.0,17297,8.14,8.25,4.91,27121,735548641
27122,27123,2,Ideal,H,SI2,62.2,56.0,17312,8.38,8.35,5.2,27122,735602884
27123,27124,2,Premium,I,SI1,62.9,55.0,17313,8.28,8.2,5.18,27123,735657129
27124,27125,2,Good,F,SI2,64.0,58.0,17313,7.94,7.83,5.05,27124,735711376
27125,27126,2,Very Good,I,VS2,60.3,59.0,17315,8.18,8.2,4.94,27125,735765625
27126,27127,1,Very Good,F,VVS2,63.1,56.0,17317,7.32,7.26,4.6,27126,735819876
27127,27128,2,Very Good,I,SI1,62.9,54.0,17323,8.16,8.08,5.1,27127,735874129
27128,27129,1,Premium,E,VS2,62.9,58.0,17323,7.57,7.54,4.75,27128,735928384
27129,27130,2,Ideal,J,IF,61.5,58.0,17327,8.11,8.14,5.0,27129,735982641
27130,27131,4,Fair,H,I1,64.8,61.0,17329,10.0,9.85,6.43,27130,736036900
27131,27132,1,Ideal,G,IF,62.2,57.0,17329,7.45,7.51,4.65,27131,736091161
27132,27133,1,Good,F,VS1,57.6,63.0,17330,7.86,7.81,4.51,27132,736145424
27133,27134,2,Premium,G,SI1,62.5,58.0,17334,7.98,8.08,5.02,27133,736199689
27134,27135,1,Good,G,VS1,58.1,58.0,17338,7.8,7.84,4.54,27134,736253956
27135,27136,2,Ideal,G,SI2,62.7,56.0,17339,8.75,8.67,5.46,27135,736308225
27136,27137,1,Ideal,G,VS2,61.5,57.0,17343,7.76,7.72,4.76,27136,736362496
27137,27138,2,Premium,H,SI1,61.8,58.0,17347,8.13,8.06,5.0,27137,736416769
27138,27139,1,Ideal,F,VS2,61.8,57.0,17351,7.62,7.58,4.7,27138,736471044
27139,27140,1,Ideal,E,IF,61.8,56.0,17353,6.81,6.88,4.23,27139,736525321
27140,27141,1,Premium,H,VS2,62.8,58.0,17353,7.91,7.86,4.95,27140,736579600
27141,27142,2,Very Good,I,SI1,60.4,58.0,17357,8.2,8.16,4.94,27141,736633881
27142,27143,1,Premium,G,VS2,61.2,58.0,17358,7.9,7.82,4.81,27142,736688164
27143,27144,1,Premium,G,VVS1,61.5,58.0,17360,7.58,7.48,4.63,27143,736742449
27144,27145,1,Ideal,F,VS2,62.4,57.0,17360,7.65,7.57,4.75,27144,736796736
27145,27146,2,Good,I,VS1,62.5,56.0,17365,7.96,8.0,4.99,27145,736851025
27146,27147,2,Ideal,J,VS1,62.1,57.0,17365,8.53,8.57,5.31,27146,736905316
27147,27148,1,Ideal,F,VS1,62.9,57.0,17366,7.38,7.48,4.62,27147,736959609
27148,27149,1,Very Good,H,VS2,61.7,55.0,17374,8.0,8.05,4.95,27148,737013904
27149,27150,1,Very Good,H,VS2,62.9,59.0,17377,7.9,8.01,5.0,27149,737068201
27150,27151,2,Premium,E,SI2,58.3,58.0,17379,8.35,8.31,4.86,27150,737122500
27151,27152,2,Ideal,I,SI1,60.4,56.0,17381,8.43,8.36,5.07,27151,737176801
27152,27153,2,Ideal,H,SI1,60.6,57.0,17383,8.19,8.09,4.92,27152,737231104
27153,27154,2,Ideal,H,SI1,62.0,56.0,17392,8.06,8.13,5.02,27153,737285409
27154,27155,1,Premium,E,VS1,61.2,58.0,17393,7.49,7.58,4.61,27154,737339716
27155,27156,2,Premium,G,SI2,60.1,60.0,17393,8.27,8.2,4.95,27155,737394025
27156,27157,1,Good,E,VS1,63.8,56.0,17400,7.51,7.57,4.81,27156,737448336
27157,27158,2,Ideal,H,SI1,61.9,57.0,17403,8.14,8.05,5.01,27157,737502649
27158,27159,2,Premium,G,SI2,60.1,60.0,17403,8.25,8.18,4.94,27158,737556964
27159,27160,2,Ideal,H,SI1,59.3,58.0,17403,8.25,8.19,4.87,27159,737611281
27160,27161,2,Ideal,H,SI1,61.6,57.0,17403,8.1,8.04,4.97,27160,737665600
27161,27162,2,Fair,F,SI2,65.8,58.0,17405,8.38,8.31,5.49,27161,737719921
27162,27163,2,Good,G,SI1,63.6,61.0,17405,7.9,7.83,5.0,27162,737774244
27163,27164,2,Ideal,H,SI2,62.3,55.0,17407,8.88,8.83,5.52,27163,737828569
27164,27165,2,Fair,I,VS1,67.7,58.0,17408,7.74,7.68,5.22,27164,737882896
27165,27166,1,Ideal,F,VS1,62.0,55.0,17414,7.55,7.52,4.67,27165,737937225
27166,27167,2,Premium,I,VS2,62.3,58.0,17416,8.22,8.16,5.1,27166,737991556
