Unnamed: 0,carat,cut,color,clarity,depth,table,cost,x,y,z,Zeroes,ones
33503,0,Very Good,F,VS2,63.2,58.0,828,4.35,4.32,2.74,33502,1122384004
33504,0,Ideal,F,VS2,60.5,56.0,828,4.37,4.33,2.63,33503,1122451009
33505,0,Ideal,G,VS1,61.2,56.0,828,4.43,4.39,2.7,33504,1122518016
33506,0,Premium,G,VS1,62.5,60.0,828,4.35,4.29,2.7,33505,1122585025
33507,0,Ideal,F,VS2,62.5,56.0,828,4.4,4.37,2.74,33506,1122652036
33508,0,Premium,G,VS2,60.6,58.0,828,4.9,4.96,2.99,33507,1122719049
33509,0,Very Good,J,IF,62.7,60.0,828,4.64,4.7,2.93,33508,1122786064
33510,0,Very Good,J,IF,62.2,61.0,828,4.68,4.71,2.92,33509,1122853081
33511,0,Ideal,J,IF,62.4,56.0,828,4.71,4.74,2.95,33510,1122920100
33512,0,Ideal,F,VVS1,62.1,56.0,828,4.43,4.46,2.76,33511,1122987121
33513,0,Ideal,J,IF,62.6,56.0,828,4.71,4.75,2.96,33512,1123054144
33514,0,Premium,D,VS2,58.8,59.0,829,4.52,4.49,2.65,33513,1123121169
33515,0,Very Good,F,SI1,62.8,59.0,829,4.88,4.91,3.07,33514,1123188196
33516,0,Very Good,I,SI1,63.5,54.0,829,4.76,4.72,3.01,33515,1123255225
33517,0,Premium,E,VS2,62.0,60.0,829,4.46,4.41,2.75,33516,1123322256
33518,0,Ideal,F,VVS2,60.4,57.0,829,4.46,4.47,2.7,33517,1123389289
33519,0,Ideal,F,VVS1,62.0,59.0,829,4.42,4.45,2.75,33518,1123456324
33520,0,Ideal,H,VS1,61.6,57.0,829,4.77,4.81,2.95,33519,1123523361
33521,0,Ideal,G,SI2,60.7,57.0,829,4.87,4.84,2.95,33520,1123590400
33522,0,Ideal,E,VS2,62.0,56.0,829,4.48,4.46,2.77,33521,1123657441
33523,0,Ideal,E,VS2,62.2,57.0,829,4.46,4.42,2.76,33522,1123724484
33524,0,Fair,E,SI1,67.9,56.0,829,4.84,4.65,3.24,33523,1123791529
33525,0,Ideal,E,VS1,62.3,56.0,829,4.5,4.52,2.81,33524,1123858576
33526,0,Ideal,D,VS2,62.5,55.0,829,4.5,4.55,2.83,33525,1123925625
33527,0,Ideal,D,VS2,61.8,56.0,829,4.51,4.55,2.8,33526,1123992676
33528,0,Ideal,D,VS2,62.3,55.0,829,4.52,4.54,2.82,33527,1124059729
33529,0,Premium,D,VS2,61.9,58.0,829,4.51,4.6,2.82,33528,1124126784
33530,0,Very Good,E,VS1,62.3,60.0,829,4.5,4.52,2.81,33529,1124193841
33531,0,Ideal,D,VS2,60.6,56.0,829,4.54,4.57,2.76,33530,1124260900
33532,0,Ideal,D,VS2,61.9,55.0,829,4.5,4.54,2.8,33531,1124327961
33533,0,Premium,D,VS2,60.4,58.0,829,4.53,4.58,2.75,33532,1124395024
33534,0,Ideal,D,VS2,60.7,56.0,829,4.56,4.6,2.78,33533,1124462089
33535,0,Ideal,D,VS2,61.8,55.0,829,4.53,4.56,2.81,33534,1124529156
33536,0,Premium,D,VS2,62.0,58.0,829,4.54,4.56,2.82,33535,1124596225
33537,0,Ideal,D,VS2,61.6,56.0,829,4.53,4.56,2.8,33536,1124663296
33538,0,Ideal,D,VS2,62.4,57.0,829,4.51,4.56,2.83,33537,1124730369
33539,0,Ideal,E,VS1,61.6,57.0,829,4.5,4.53,2.78,33538,1124797444
33540,0,Premium,E,VS1,60.8,58.0,829,4.55,4.58,2.78,33539,1124864521
33541,0,Ideal,D,VS2,61.3,56.0,829,4.54,4.56,2.79,33540,1124931600
33542,0,Ideal,D,VS2,60.9,57.0,829,4.51,4.55,2.76,33541,1124998681
33543,0,Ideal,E,VS1,61.2,56.0,829,4.53,4.55,2.78,33542,1125065764
33544,0,Ideal,E,VS1,61.9,56.0,829,4.51,4.53,2.8,33543,1125132849
33545,0,Ideal,D,VS2,62.0,55.0,829,4.47,4.53,2.79,33544,1125199936
33546,0,Good,E,SI1,63.9,57.0,829,4.81,4.86,3.09,33545,1125267025
33547,0,Ideal,D,VS2,62.4,55.0,829,4.48,4.52,2.81,33546,1125334116
33548,0,Premium,D,VS2,59.7,58.0,829,4.57,4.61,2.74,33547,1125401209
33549,0,Ideal,D,VS2,61.5,56.0,829,4.53,4.55,2.79,33548,1125468304
33550,0,Very Good,F,VVS1,61.8,59.0,830,4.33,4.36,2.69,33549,1125535401
33551,0,Ideal,F,VVS2,62.5,56.0,830,4.51,4.55,2.83,33550,1125602500
33552,0,Ideal,H,VS1,61.8,55.0,830,4.82,4.85,2.99,33551,1125669601
33553,0,Ideal,G,IF,62.3,52.8,830,4.29,4.33,2.69,33552,1125736704
33554,0,Ideal,G,IF,62.0,54.4,830,4.3,4.32,2.67,33553,1125803809
33555,0,Fair,H,VS2,65.6,58.0,830,4.8,4.84,3.16,33554,1125870916
33556,0,Ideal,J,VS1,60.2,57.0,830,4.85,4.81,2.91,33555,1125938025
33557,0,Premium,J,VS1,62.0,55.0,830,4.77,4.74,2.95,33556,1126005136
33558,0,Premium,J,VS1,61.3,59.0,830,4.78,4.74,2.92,33557,1126072249
33559,0,Premium,J,VS1,62.1,58.0,830,4.79,4.75,2.96,33558,1126139364
33560,0,Ideal,J,VS1,62.1,56.0,830,4.79,4.75,2.96,33559,1126206481
33561,0,Ideal,J,VS1,62.7,57.0,830,4.75,4.72,2.97,33560,1126273600
33562,0,Premium,J,VS1,60.8,61.0,830,4.79,4.72,2.89,33561,1126340721
33563,0,Good,J,VS1,63.7,56.0,830,4.71,4.68,2.99,33562,1126407844
33564,0,Premium,F,SI2,60.8,58.0,830,4.83,4.78,2.92,33563,1126474969
33565,0,Premium,I,SI2,60.1,59.0,830,4.96,4.92,3.02,33564,1126542096
33566,0,Good,E,VS2,63.1,56.0,830,4.63,4.69,2.94,33565,1126609225
33567,0,Premium,D,SI1,60.1,58.0,830,4.89,4.93,2.95,33566,1126676356
33568,0,Ideal,D,SI1,61.5,56.0,830,4.82,4.87,2.98,33567,1126743489
33569,0,Premium,D,SI1,61.1,59.0,830,4.83,4.89,2.97,33568,1126810624
33570,0,Premium,D,SI1,61.2,58.0,830,4.83,4.87,2.97,33569,1126877761
33571,0,Very Good,G,IF,61.4,59.0,831,4.27,4.3,2.63,33570,1126944900
33572,0,Ideal,G,SI1,61.6,54.0,831,4.96,4.98,3.06,33571,1127012041
33573,0,Very Good,D,SI1,62.2,53.8,831,4.65,4.69,2.9,33572,1127079184
33574,0,Very Good,F,VVS1,61.6,59.0,832,4.29,4.33,2.66,33573,1127146329
33575,0,Very Good,F,VVS1,62.2,56.0,832,4.28,4.3,2.67,33574,1127213476
33576,0,Very Good,F,VS2,60.1,56.0,832,4.77,4.82,2.88,33575,1127280625
33577,0,Very Good,D,VS1,59.0,57.0,832,4.71,4.74,2.79,33576,1127347776
33578,0,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89,33577,1127414929
33579,0,Ideal,H,VVS2,62.5,53.4,832,4.63,4.66,2.9,33578,1127482084
33580,0,Ideal,H,VVS2,62.1,53.9,832,4.64,4.69,2.9,33579,1127549241
33581,0,Ideal,H,VVS2,62.3,53.3,832,4.65,4.69,2.91,33580,1127616400
33582,0,Ideal,G,VS1,61.3,55.8,832,4.65,4.71,2.87,33581,1127683561
33583,0,Premium,F,SI2,62.8,60.0,832,4.86,4.82,3.04,33582,1127750724
33584,0,Ideal,F,VVS2,62.4,56.0,832,4.41,4.43,2.76,33583,1127817889
33585,0,Very Good,E,VS2,62.7,58.0,833,4.68,4.73,2.95,33584,1127885056
33586,0,Very Good,G,IF,62.1,56.0,833,4.54,4.57,2.82,33585,1127952225
33587,0,Premium,F,VS1,62.7,51.0,833,4.65,4.57,2.89,33586,1128019396
33588,0,Ideal,I,SI1,61.8,55.0,833,4.81,4.83,2.98,33587,1128086569
33589,0,Fair,G,VVS2,64.7,56.0,833,4.68,4.72,3.04,33588,1128153744
33590,0,Ideal,G,VS2,61.3,57.0,833,4.64,4.6,2.83,33589,1128220921
33591,0,Premium,E,SI1,59.9,59.0,833,4.7,4.68,2.81,33590,1128288100
33592,0,Premium,H,VS1,60.9,60.0,833,4.63,4.6,2.81,33591,1128355281
33593,0,Premium,G,VS2,60.1,59.0,833,4.68,4.64,2.8,33592,1128422464
33594,0,Premium,G,VS2,60.7,57.0,833,4.69,4.64,2.83,33593,1128489649
33595,0,Premium,G,VS2,59.3,60.0,833,4.71,4.67,2.78,33594,1128556836
33596,0,Premium,G,VS2,61.2,57.0,833,4.63,4.59,2.82,33595,1128624025
33597,0,Ideal,G,VS2,61.5,56.0,833,4.64,4.59,2.84,33596,1128691216
33598,0,Ideal,G,VS2,62.2,57.0,833,4.64,4.59,2.87,33597,1128758409
33599,0,Premium,G,VS2,61.3,60.0,833,4.63,4.6,2.83,33598,1128825604
33600,0,Ideal,G,VS2,60.8,57.0,833,4.66,4.61,2.82,33599,1128892801
33601,0,Very Good,G,SI1,58.8,62.0,462,4.39,4.42,2.59,33600,1128960000
33602,0,Very Good,G,SI1,63.0,56.0,462,4.3,4.34,2.72,33601,1129027201
33603,0,Very Good,G,SI1,61.7,55.0,462,4.37,4.38,2.7,33602,1129094404
33604,0,Very Good,D,SI2,61.5,60.0,462,4.31,4.34,2.66,33603,1129161609
33605,0,Ideal,D,SI2,61.3,56.0,462,4.36,4.41,2.69,33604,1129228816
33606,0,Good,D,SI2,63.1,54.0,462,4.33,4.38,2.75,33605,1129296025
33607,0,Very Good,G,SI1,62.4,55.0,462,4.31,4.34,2.7,33606,1129363236
33608,0,Ideal,D,SI2,62.3,56.0,462,4.35,4.38,2.72,33607,1129430449
33609,0,Ideal,D,SI2,62.0,56.0,462,4.33,4.35,2.69,33608,1129497664
33610,0,Ideal,D,SI2,62.6,57.0,462,4.27,4.35,2.7,33609,1129564881
33611,0,Good,G,SI1,63.2,57.0,462,4.27,4.3,2.71,33610,1129632100
33612,0,Very Good,D,SI2,62.9,59.0,462,4.28,4.31,2.7,33611,1129699321
33613,0,Good,D,SI2,63.9,57.0,462,4.28,4.33,2.75,33612,1129766544
33614,0,Very Good,G,SI1,60.4,58.0,462,4.39,4.42,2.66,33613,1129833769
33615,0,Good,D,SI2,63.7,55.0,462,4.32,4.35,2.76,33614,1129900996
33616,0,Premium,G,SI1,60.7,60.0,462,4.34,4.36,2.64,33615,1129968225
33617,0,Premium,G,SI1,62.6,58.0,462,4.29,4.34,2.7,33616,1130035456
33618,0,Premium,G,SI1,61.4,58.0,462,4.31,4.35,2.66,33617,1130102689
33619,0,Good,G,SI1,63.1,59.0,462,4.29,4.33,2.72,33618,1130169924
33620,0,Very Good,G,SI1,61.9,56.0,462,4.34,4.38,2.7,33619,1130237161
33621,0,Very Good,E,VS1,62.3,54.0,463,4.17,4.21,2.61,33620,1130304400
33622,0,Ideal,G,SI2,61.4,54.0,463,4.44,4.48,2.74,33621,1130371641
33623,0,Ideal,G,SI2,61.2,56.0,463,4.48,4.51,2.75,33622,1130438884
33624,0,Ideal,G,SI2,61.7,55.0,463,4.46,4.48,2.76,33623,1130506129
33625,0,Ideal,I,SI1,61.0,57.0,463,4.45,4.47,2.72,33624,1130573376
33626,0,Ideal,I,SI1,61.3,56.0,463,4.44,4.47,2.73,33625,1130640625
33627,0,Very Good,E,SI2,60.0,59.0,463,4.47,4.49,2.69,33626,1130707876
33628,0,Premium,E,SI2,59.7,58.0,463,4.48,4.53,2.69,33627,1130775129
33629,0,Premium,I,VS2,60.6,58.0,463,4.44,4.47,2.7,33628,1130842384
33630,0,Very Good,H,SI1,63.0,56.0,463,4.41,4.42,2.78,33629,1130909641
33631,0,Premium,G,VS2,62.8,60.0,833,4.59,4.55,2.87,33630,1130976900
33632,0,Premium,G,VS2,61.2,60.0,833,4.63,4.58,2.82,33631,1131044161
33633,0,Premium,E,SI1,60.6,54.0,833,4.68,4.63,2.82,33632,1131111424
33634,0,Premium,E,SI1,59.3,58.0,833,4.75,4.73,2.81,33633,1131178689
33635,0,Ideal,E,SI1,61.9,56.0,833,4.6,4.57,2.84,33634,1131245956
33636,0,Premium,E,SI1,61.8,58.0,833,4.64,4.59,2.85,33635,1131313225
33637,0,Ideal,E,SI1,62.7,54.0,833,4.6,4.55,2.87,33636,1131380496
33638,0,Premium,G,VS1,61.0,58.0,833,4.67,4.71,2.86,33637,1131447769
33639,0,Premium,G,VS1,60.6,58.0,833,4.64,4.67,2.82,33638,1131515044
33640,0,Premium,G,VS1,61.9,59.0,833,4.63,4.67,2.88,33639,1131582321
33641,0,Premium,G,VS1,61.9,58.0,833,4.62,4.66,2.87,33640,1131649600
33642,0,Ideal,G,VS1,61.8,56.0,833,4.64,4.65,2.87,33641,1131716881
33643,0,Premium,H,VVS2,62.0,58.0,833,4.62,4.64,2.87,33642,1131784164
33644,0,Ideal,H,VVS2,61.4,57.0,833,4.63,4.65,2.85,33643,1131851449
33645,0,Very Good,G,VS1,61.9,56.0,833,4.63,4.68,2.88,33644,1131918736
33646,0,Ideal,G,VS1,60.8,56.0,833,4.66,4.71,2.85,33645,1131986025
33647,0,Very Good,J,VVS2,63.6,58.0,834,4.8,4.83,3.06,33646,1132053316
33648,0,Very Good,F,VVS1,62.8,60.0,834,4.32,4.34,2.72,33647,1132120609
33649,0,Very Good,G,VS2,60.5,56.0,834,4.81,4.85,2.92,33648,1132187904
33650,0,Ideal,D,VVS2,61.7,57.0,834,4.39,4.42,2.72,33649,1132255201
33651,0,Ideal,H,SI1,61.2,56.0,834,4.68,4.63,2.85,33650,1132322500
33652,0,Ideal,I,VS2,62.9,57.0,834,4.68,4.64,2.93,33651,1132389801
33653,0,Premium,H,SI1,62.0,60.0,834,4.71,4.65,2.9,33652,1132457104
33654,0,Premium,E,SI2,63.0,61.0,834,4.65,4.62,2.92,33653,1132524409
33655,0,Very Good,E,VS1,62.8,56.0,834,4.72,4.77,2.98,33654,1132591716
33656,0,Very Good,E,VS1,62.8,60.0,834,4.72,4.77,2.98,33655,1132659025
33657,0,Ideal,D,VS1,62.2,56.0,835,4.31,4.27,2.67,33656,1132726336
33658,0,Ideal,D,VS1,61.0,57.0,835,4.32,4.31,2.63,33657,1132793649
33659,0,Very Good,D,VVS2,60.0,58.0,835,4.57,4.59,2.75,33658,1132860964
33660,0,Very Good,G,VS2,62.7,60.0,835,4.71,4.75,2.96,33659,1132928281
33661,0,Very Good,F,VS1,60.4,60.0,835,4.7,4.74,2.85,33660,1132995600
33662,0,Ideal,E,VS1,61.4,54.0,835,4.59,4.63,2.83,33661,1133062921
33663,0,Ideal,E,VS1,61.8,54.0,835,4.56,4.6,2.83,33662,1133130244
33664,0,Ideal,E,VS1,61.8,55.0,835,4.58,4.61,2.84,33663,1133197569
33665,0,Premium,H,I1,62.1,62.0,835,5.33,5.27,3.3,33664,1133264896
33666,0,Very Good,E,VVS1,63.0,59.0,835,4.44,4.48,2.81,33665,1133332225
33667,0,Very Good,G,IF,58.4,62.0,835,4.4,4.43,2.58,33666,1133399556
33668,0,Very Good,G,VVS1,59.0,62.0,835,4.56,4.6,2.7,33667,1133466889
33669,0,Ideal,E,VVS2,62.3,57.0,835,4.44,4.48,2.78,33668,1133534224
33670,0,Ideal,I,VVS2,62.0,55.0,836,4.65,4.67,2.89,33669,1133601561
33671,0,Good,G,SI1,64.3,54.0,836,4.72,4.68,3.02,33670,1133668900
33672,0,Ideal,G,SI2,61.0,57.0,836,4.82,4.79,2.93,33671,1133736241
33673,0,Premium,H,SI2,62.2,56.0,836,4.8,4.72,2.96,33672,1133803584
33674,0,Very Good,E,VVS2,60.0,55.0,837,4.36,4.41,2.63,33673,1133870929
33675,0,Ideal,F,VVS2,60.8,58.0,837,4.39,4.43,2.68,33674,1133938276
33676,0,Ideal,E,VVS2,60.9,55.0,837,4.41,4.43,2.69,33675,1134005625
33677,0,Ideal,E,VVS2,60.8,56.0,837,4.43,4.45,2.7,33676,1134072976
33678,0,Ideal,E,VVS2,61.1,55.0,837,4.34,4.37,2.66,33677,1134140329
33679,0,Ideal,E,VVS2,61.4,55.0,837,4.32,4.34,2.66,33678,1134207684
33680,0,Ideal,E,VVS2,61.1,57.0,837,4.34,4.36,2.65,33679,1134275041
33681,0,Ideal,E,VVS2,61.3,54.0,837,4.34,4.37,2.67,33680,1134342400
33682,0,Ideal,I,IF,62.2,54.0,837,4.39,4.36,2.72,33681,1134409761
33683,0,Ideal,I,IF,61.3,57.0,837,4.4,4.34,2.68,33682,1134477124
33684,0,Premium,E,VVS2,60.5,57.0,837,4.41,4.39,2.66,33683,1134544489
33685,0,Very Good,E,SI1,62.2,54.4,837,4.72,4.76,2.95,33684,1134611856
33686,0,Ideal,E,VVS2,61.6,56.0,837,4.35,4.39,2.69,33685,1134679225
33687,0,Very Good,I,VVS2,60.5,59.0,838,4.86,4.89,2.95,33686,1134746596
33688,0,Very Good,D,SI1,63.0,59.0,838,4.73,4.76,2.99,33687,1134813969
33689,0,Very Good,H,IF,61.2,56.0,838,4.46,4.5,2.74,33688,1134881344
33690,0,Ideal,E,VVS2,61.8,56.0,838,4.48,4.52,2.78,33689,1134948721
33691,0,Ideal,E,VVS2,60.8,58.0,838,4.51,4.53,2.75,33690,1135016100
33692,0,Ideal,E,VVS2,60.9,56.0,838,4.52,4.54,2.76,33691,1135083481
33693,0,Ideal,G,VVS1,61.6,55.0,838,4.46,4.47,2.75,33692,1135150864
33694,0,Ideal,G,VVS1,61.8,55.0,838,4.47,4.5,2.77,33693,1135218249
33695,0,Ideal,G,VVS1,61.7,54.0,838,4.46,4.49,2.76,33694,1135285636
33696,0,Ideal,G,VVS1,60.9,57.0,838,4.49,4.51,2.74,33695,1135353025
33697,0,Ideal,G,VVS1,61.7,55.0,838,4.44,4.48,2.75,33696,1135420416
33698,0,Ideal,G,VVS1,61.7,55.0,838,4.48,4.5,2.77,33697,1135487809
33699,0,Ideal,G,VVS1,61.1,56.0,838,4.47,4.5,2.74,33698,1135555204
33700,0,Ideal,G,VVS1,62.0,55.0,838,4.45,4.49,2.77,33699,1135622601
33701,0,Ideal,E,VVS1,61.5,58.0,838,4.28,4.31,2.64,33700,1135690000
33702,0,Ideal,E,VVS1,61.6,56.0,838,4.3,4.34,2.66,33701,1135757401
33703,0,Ideal,E,VVS1,61.2,58.0,838,4.28,4.31,2.63,33702,1135824804
33704,0,Ideal,E,VVS1,61.6,55.0,838,4.34,4.36,2.68,33703,1135892209
33705,0,Ideal,E,VVS1,62.1,56.0,838,4.3,4.33,2.68,33704,1135959616
33706,0,Ideal,E,VVS1,62.8,54.0,838,4.27,4.3,2.69,33705,1136027025
33707,0,Ideal,E,VVS1,62.6,54.0,838,4.3,4.33,2.7,33706,1136094436
33708,0,Ideal,E,VVS1,61.2,57.0,838,4.32,4.34,2.65,33707,1136161849
33709,0,Ideal,E,VVS1,61.6,56.0,838,4.31,4.32,2.66,33708,1136229264
33710,0,Ideal,D,VS1,61.1,55.0,838,4.52,4.55,2.77,33709,1136296681
33711,0,Ideal,F,SI1,61.6,55.0,838,4.85,4.83,2.98,33710,1136364100
33712,0,Ideal,F,SI1,61.9,54.0,838,4.87,4.83,3.0,33711,1136431521
33713,0,Ideal,D,SI1,61.6,56.0,838,4.9,4.93,3.03,33712,1136498944
33714,0,Ideal,H,IF,61.6,55.0,838,4.48,4.51,2.77,33713,1136566369
33715,0,Ideal,H,IF,61.1,56.0,838,4.47,4.5,2.74,33714,1136633796
33716,0,Ideal,H,IF,61.4,54.0,838,4.47,4.49,2.75,33715,1136701225
33717,0,Ideal,H,IF,62.1,54.0,838,4.44,4.48,2.77,33716,1136768656
33718,0,Ideal,H,IF,61.8,54.0,838,4.47,4.49,2.77,33717,1136836089
33719,0,Ideal,H,IF,62.0,55.0,838,4.46,4.48,2.77,33718,1136903524
33720,0,Good,H,SI1,63.6,57.0,838,4.79,4.74,3.03,33719,1136970961
33721,0,Premium,E,SI2,58.8,60.0,838,4.9,4.86,2.87,33720,1137038400
33722,0,Premium,E,SI2,60.1,58.0,838,4.91,4.87,2.94,33721,1137105841
33723,0,Very Good,D,SI2,63.2,57.0,838,4.77,4.75,3.01,33722,1137173284
33724,0,Very Good,D,SI2,63.1,56.0,838,4.8,4.74,3.01,33723,1137240729
33725,0,Premium,F,SI1,62.0,58.0,838,4.63,4.6,2.86,33724,1137308176
33726,0,Ideal,E,SI1,61.4,57.0,838,4.67,4.64,2.86,33725,1137375625
33727,0,Premium,H,SI2,62.8,58.0,839,4.85,4.83,3.04,33726,1137443076
33728,0,Very Good,H,VVS2,61.3,54.0,839,4.75,4.87,2.95,33727,1137510529
33729,0,Ideal,F,VVS2,60.7,57.0,839,4.67,4.69,2.84,33728,1137577984
33730,0,Ideal,F,VVS2,60.0,59.0,839,4.64,4.66,2.79,33729,1137645441
33731,0,Ideal,H,VVS1,60.5,57.0,839,4.58,4.59,2.77,33730,1137712900
33732,0,Ideal,E,VS2,60.5,56.0,839,4.75,4.77,2.88,33731,1137780361
33733,0,Ideal,E,VS2,60.9,55.0,839,4.73,4.76,2.89,33732,1137847824
33734,0,Ideal,F,VS1,60.9,56.0,839,4.52,4.56,2.77,33733,1137915289
33735,0,Ideal,G,IF,61.6,56.0,839,4.37,4.4,2.7,33734,1137982756
33736,0,Very Good,G,VS1,58.9,60.0,839,4.84,4.87,2.86,33735,1138050225
33737,0,Ideal,D,VS1,61.0,56.0,839,4.45,4.47,2.72,33736,1138117696
33738,0,Very Good,E,VVS2,62.9,55.0,840,4.25,4.27,2.68,33737,1138185169
33739,0,Very Good,G,VS1,63.5,59.0,840,4.58,4.61,2.92,33738,1138252644
33740,0,Ideal,E,VVS2,62.1,54.0,840,4.45,4.47,2.77,33739,1138320121
33741,0,Ideal,D,VVS2,62.2,54.0,840,4.34,4.38,2.71,33740,1138387600
33742,0,Ideal,D,VVS2,61.6,54.0,840,4.37,4.4,2.7,33741,1138455081
33743,0,Ideal,F,VVS1,61.6,55.0,840,4.36,4.4,2.7,33742,1138522564
33744,0,Ideal,F,VVS1,61.4,56.0,840,4.37,4.4,2.69,33743,1138590049
33745,0,Ideal,F,VVS1,61.1,55.0,840,4.38,4.39,2.68,33744,1138657536
33746,0,Ideal,F,VVS1,62.4,54.0,840,4.33,4.35,2.71,33745,1138725025
33747,0,Ideal,F,VVS1,62.0,55.0,840,4.34,4.37,2.7,33746,1138792516
33748,0,Ideal,F,VVS1,62.2,54.0,840,4.36,4.39,2.72,33747,1138860009
33749,0,Ideal,F,VVS1,62.1,54.0,840,4.37,4.39,2.72,33748,1138927504
33750,0,Ideal,F,VVS1,62.0,54.0,840,4.37,4.41,2.72,33749,1138995001
33751,0,Ideal,F,VVS1,62.3,54.0,840,4.34,4.36,2.71,33750,1139062500
33752,0,Ideal,F,VVS1,62.0,54.0,840,4.36,4.38,2.71,33751,1139130001
33753,0,Ideal,F,VVS1,61.0,56.0,840,4.39,4.43,2.69,33752,1139197504
33754,0,Ideal,F,VVS1,62.0,54.0,840,4.34,4.37,2.7,33753,1139265009
33755,0,Ideal,F,VVS1,62.2,53.0,840,4.35,4.37,2.71,33754,1139332516
33756,0,Ideal,G,VS2,61.5,57.0,840,4.66,4.68,2.87,33755,1139400025
33757,0,Ideal,E,VS1,62.0,53.6,840,4.53,4.55,2.81,33756,1139467536
33758,0,Ideal,G,IF,61.5,57.0,840,4.35,4.37,2.68,33757,1139535049
33759,0,Fair,G,SI1,64.7,55.0,840,4.68,4.65,3.02,33758,1139602564
33760,0,Very Good,G,SI1,63.1,56.0,840,4.75,4.72,2.99,33759,1139670081
33761,0,Premium,G,SI1,59.6,61.0,840,4.76,4.74,2.83,33760,1139737600
33762,0,Very Good,G,SI1,63.4,58.0,840,4.71,4.66,2.97,33761,1139805121
33763,0,Very Good,G,SI1,63.2,58.0,840,4.7,4.61,2.94,33762,1139872644
33764,0,Very Good,G,SI1,63.3,58.0,840,4.69,4.66,2.96,33763,1139940169
33765,0,Ideal,I,VS2,61.4,58.0,840,4.78,4.73,2.92,33764,1140007696
33766,0,Premium,E,I1,60.7,61.0,840,5.14,5.05,3.09,33765,1140075225
33767,0,Premium,E,I1,61.4,60.0,840,5.18,5.03,3.14,33766,1140142756
33768,0,Very Good,D,VVS2,61.9,54.0,841,4.43,4.46,2.75,33767,1140210289
33769,0,Very Good,F,VVS1,60.1,56.0,841,4.53,4.56,2.73,33768,1140277824
33770,0,Ideal,D,VVS2,62.3,54.0,841,4.42,4.44,2.76,33769,1140345361
33771,0,Ideal,F,VVS1,61.7,56.0,841,4.38,4.41,2.71,33770,1140412900
33772,0,Ideal,G,SI2,62.0,54.0,841,5.04,5.06,3.13,33771,1140480441
33773,0,Ideal,I,SI1,61.9,53.0,841,5.06,5.08,3.14,33772,1140547984
33774,0,Ideal,I,SI1,62.5,54.0,841,5.04,5.07,3.16,33773,1140615529
33775,0,Ideal,D,SI2,62.6,57.0,841,4.77,4.72,2.97,33774,1140683076
33776,0,Very Good,G,VVS1,61.2,57.0,842,4.55,4.58,2.79,33775,1140750625
33777,0,Very Good,F,VS1,60.3,58.6,842,4.56,4.59,2.76,33776,1140818176
33778,0,Ideal,E,VS1,59.5,57.0,842,4.49,4.45,2.66,33777,1140885729
33779,0,Ideal,D,VS2,61.8,55.0,842,4.43,4.41,2.73,33778,1140953284
33780,0,Premium,D,VS2,62.9,59.0,842,4.39,4.36,2.75,33779,1141020841
33781,0,Ideal,G,VVS1,61.9,56.0,842,4.39,4.4,2.72,33780,1141088400
33782,0,Very Good,G,VVS1,61.9,58.0,842,4.36,4.39,2.71,33781,1141155961
33783,0,Ideal,F,VS2,60.6,55.0,842,4.78,4.82,2.91,33782,1141223524
33784,0,Very Good,G,VVS1,60.9,61.0,842,4.37,4.4,2.67,33783,1141291089
33785,0,Ideal,F,VS2,62.7,56.0,842,4.73,4.77,2.98,33784,1141358656
33786,0,Premium,H,IF,61.2,58.0,842,4.37,4.39,2.68,33785,1141426225
33787,0,Premium,F,VS2,62.1,58.0,842,4.71,4.76,2.94,33786,1141493796
33788,0,Premium,I,VVS1,60.8,58.0,842,4.76,4.78,2.9,33787,1141561369
33789,0,Ideal,H,IF,60.9,56.0,842,4.41,4.42,2.69,33788,1141628944
33790,0,Premium,G,VVS1,62.6,58.0,842,4.38,4.41,2.75,33789,1141696521
33791,0,Ideal,G,VVS1,61.1,57.0,842,4.41,4.43,2.7,33790,1141764100
33792,0,Premium,E,VVS2,61.1,58.0,842,4.42,4.45,2.71,33791,1141831681
33793,0,Premium,I,VVS1,62.7,59.0,842,4.67,4.71,2.94,33792,1141899264
33794,0,Premium,F,VS2,62.6,58.0,842,4.68,4.72,2.94,33793,1141966849
33795,0,Ideal,E,VVS2,62.3,56.0,842,4.37,4.4,2.73,33794,1142034436
33796,0,Premium,F,VS2,60.7,60.0,842,4.75,4.8,2.9,33795,1142102025
33797,0,Ideal,E,VVS2,61.5,57.0,842,4.4,4.41,2.71,33796,1142169616
33798,0,Ideal,G,VVS1,61.4,55.0,842,4.42,4.44,2.72,33797,1142237209
33799,0,Ideal,G,VVS1,61.1,53.0,842,4.4,4.44,2.7,33798,1142304804
33800,0,Premium,F,VS2,61.0,59.0,842,4.71,4.76,2.89,33799,1142372401
33801,0,Very Good,F,VS2,62.9,57.0,842,4.69,4.72,2.96,33800,1142440000
33802,0,Ideal,F,VS2,62.0,57.0,842,4.68,4.74,2.92,33801,1142507601
33803,0,Ideal,E,VVS2,62.0,55.0,842,4.38,4.4,2.72,33802,1142575204
33804,0,Premium,F,VS2,61.0,58.0,842,4.72,4.79,2.9,33803,1142642809
33805,0,Very Good,G,VVS1,58.1,59.0,842,4.49,4.53,2.62,33804,1142710416
